locus_tag	ftype	length_bp	gene	EC_number	COG	product
53965_StreptomycesisolateR1_04200	CDS	1056	degA_2		COG1609	HTH-type transcriptional regulator DegA
53965_StreptomycesisolateR1_04201	tRNA	74				tRNA-His(gtg)
53965_StreptomycesisolateR1_04202	CDS	591	orn	3.1.-.-	COG1949	Oligoribonuclease
53965_StreptomycesisolateR1_04203	CDS	1191	rhaS_4			HTH-type transcriptional activator RhaS
53965_StreptomycesisolateR1_04204	CDS	279				hypothetical protein
53965_StreptomycesisolateR1_04205	CDS	528				hypothetical protein
53965_StreptomycesisolateR1_04206	CDS	1818	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
53965_StreptomycesisolateR1_04207	CDS	258				hypothetical protein
53965_StreptomycesisolateR1_04208	CDS	888				hypothetical protein
53965_StreptomycesisolateR1_04209	CDS	1608		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
53965_StreptomycesisolateR1_04210	CDS	1779	iucC	6.3.2.39	COG4264	Aerobactin synthase
53965_StreptomycesisolateR1_04211	CDS	561				hypothetical protein
53965_StreptomycesisolateR1_04212	CDS	1284	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
53965_StreptomycesisolateR1_04213	CDS	1443	ddc_2	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
53965_StreptomycesisolateR1_04214	CDS	861	viuB_2		COG2375	Vibriobactin utilization protein ViuB
53965_StreptomycesisolateR1_04215	CDS	1053				hypothetical protein
53965_StreptomycesisolateR1_04216	CDS	1161	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
53965_StreptomycesisolateR1_04217	CDS	948	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
53965_StreptomycesisolateR1_04218	CDS	2052	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
53965_StreptomycesisolateR1_04219	CDS	1617		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
53965_StreptomycesisolateR1_04220	CDS	615	mce3R			Transcriptional repressor Mce3R
53965_StreptomycesisolateR1_04221	CDS	1158	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
53965_StreptomycesisolateR1_04222	CDS	873	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
53965_StreptomycesisolateR1_04223	CDS	981	fieF		COG0053	Ferrous-iron efflux pump FieF
53965_StreptomycesisolateR1_04224	CDS	789		3.1.3.-		Uncharacterized phosphatase SCO2771
53965_StreptomycesisolateR1_04225	CDS	972	gbh	3.5.3.7		Guanidinobutyrase
53965_StreptomycesisolateR1_04226	CDS	1686	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
53965_StreptomycesisolateR1_04227	CDS	801				hypothetical protein
53965_StreptomycesisolateR1_04228	CDS	627				hypothetical protein
53965_StreptomycesisolateR1_04229	CDS	825	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
53965_StreptomycesisolateR1_04230	CDS	372				hypothetical protein
53965_StreptomycesisolateR1_04231	CDS	987				hypothetical protein
53965_StreptomycesisolateR1_04232	CDS	3741		3.6.3.-		Multidrug efflux ATP-binding/permease protein BCG_0231
53965_StreptomycesisolateR1_04233	CDS	393				hypothetical protein
53965_StreptomycesisolateR1_04234	CDS	1425	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
53965_StreptomycesisolateR1_04235	CDS	651				hypothetical protein
53965_StreptomycesisolateR1_04236	CDS	1848	nagZ_4	3.2.1.52	COG1472	Beta-hexosaminidase
53965_StreptomycesisolateR1_04237	CDS	939	gltC_5			HTH-type transcriptional regulator GltC
53965_StreptomycesisolateR1_04238	CDS	939	eamA		COG0697	Probable amino-acid metabolite efflux pump
53965_StreptomycesisolateR1_04239	CDS	630				hypothetical protein
53965_StreptomycesisolateR1_04240	CDS	801				hypothetical protein
53965_StreptomycesisolateR1_04241	CDS	1047	galS		COG1609	HTH-type transcriptional regulator GalS
53965_StreptomycesisolateR1_04242	CDS	1152	xdh	1.1.1.179		D-xylose dehydrogenase
53965_StreptomycesisolateR1_04243	CDS	1161				hypothetical protein
53965_StreptomycesisolateR1_04244	tRNA	93				tRNA-Ala(ggc)
53965_StreptomycesisolateR1_04245	CDS	390	rbsD	5.4.99.62	COG1869	D-ribose pyranase
53965_StreptomycesisolateR1_04246	CDS	903	rbsK	2.7.1.15	COG0524	Ribokinase
53965_StreptomycesisolateR1_04247	CDS	1959	purR_2			HTH-type transcriptional repressor PurR
53965_StreptomycesisolateR1_04248	CDS	1527	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
53965_StreptomycesisolateR1_04249	CDS	1044	cytR_4		COG1609	HTH-type transcriptional repressor CytR
53965_StreptomycesisolateR1_04250	CDS	684				hypothetical protein
53965_StreptomycesisolateR1_04251	CDS	837	ycbX		COG0633	Uncharacterized protein YcbX
53965_StreptomycesisolateR1_04252	CDS	381				hypothetical protein
53965_StreptomycesisolateR1_04253	CDS	756				hypothetical protein
53965_StreptomycesisolateR1_04254	CDS	759				hypothetical protein
53965_StreptomycesisolateR1_04255	CDS	750				hypothetical protein
53965_StreptomycesisolateR1_04256	CDS	123				hypothetical protein
53965_StreptomycesisolateR1_04257	CDS	1023				hypothetical protein
53965_StreptomycesisolateR1_04258	CDS	669				hypothetical protein
53965_StreptomycesisolateR1_04259	CDS	774	nimR_2			HTH-type transcriptional regulator NimR
53965_StreptomycesisolateR1_04260	CDS	609	lacA_2	2.3.1.18	COG0110	Galactoside O-acetyltransferase
53965_StreptomycesisolateR1_04261	CDS	489				hypothetical protein
53965_StreptomycesisolateR1_04262	CDS	978	sigJ_4			ECF RNA polymerase sigma factor SigJ
53965_StreptomycesisolateR1_04263	CDS	795				hypothetical protein
53965_StreptomycesisolateR1_04264	CDS	669				hypothetical protein
53965_StreptomycesisolateR1_04265	CDS	747				hypothetical protein
53965_StreptomycesisolateR1_04266	CDS	411				hypothetical protein
53965_StreptomycesisolateR1_04267	CDS	840				hypothetical protein
53965_StreptomycesisolateR1_04268	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_04269	CDS	564				hypothetical protein
53965_StreptomycesisolateR1_04270	CDS	2262	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
53965_StreptomycesisolateR1_04271	CDS	1290	gltA2	2.3.3.16	COG0372	Citrate synthase 1
53965_StreptomycesisolateR1_04272	CDS	2304	ctpA_1	3.6.3.54	COG2217	Copper-exporting P-type ATPase
53965_StreptomycesisolateR1_04273	CDS	243				hypothetical protein
53965_StreptomycesisolateR1_04274	CDS	1050	adhT_2	1.1.1.1		Alcohol dehydrogenase
53965_StreptomycesisolateR1_04275	CDS	624	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
53965_StreptomycesisolateR1_04276	CDS	192				hypothetical protein
53965_StreptomycesisolateR1_04277	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_04278	CDS	1503	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
53965_StreptomycesisolateR1_04279	CDS	858				hypothetical protein
53965_StreptomycesisolateR1_04280	CDS	1422	yhdG_3		COG0531	Uncharacterized amino acid permease YhdG
53965_StreptomycesisolateR1_04281	CDS	2601	btuD_17	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_04282	CDS	900				hypothetical protein
53965_StreptomycesisolateR1_04283	CDS	1593				hypothetical protein
53965_StreptomycesisolateR1_04284	CDS	1929		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
53965_StreptomycesisolateR1_04285	CDS	393				hypothetical protein
53965_StreptomycesisolateR1_04286	CDS	396				hypothetical protein
53965_StreptomycesisolateR1_04287	CDS	288				hypothetical protein
53965_StreptomycesisolateR1_04288	CDS	780				hypothetical protein
53965_StreptomycesisolateR1_04289	CDS	1332				hypothetical protein
53965_StreptomycesisolateR1_04290	CDS	1230				hypothetical protein
53965_StreptomycesisolateR1_04291	CDS	1152				hypothetical protein
53965_StreptomycesisolateR1_04292	CDS	732				hypothetical protein
53965_StreptomycesisolateR1_04293	CDS	1167	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
53965_StreptomycesisolateR1_04294	CDS	690				hypothetical protein
53965_StreptomycesisolateR1_04295	CDS	1779				hypothetical protein
53965_StreptomycesisolateR1_04296	CDS	1317				hypothetical protein
53965_StreptomycesisolateR1_04297	CDS	1464				hypothetical protein
53965_StreptomycesisolateR1_04298	CDS	1779		3.2.1.28	COG3387	Trehalase
53965_StreptomycesisolateR1_04299	CDS	837				hypothetical protein
53965_StreptomycesisolateR1_04300	CDS	906				hypothetical protein
53965_StreptomycesisolateR1_04301	CDS	855				hypothetical protein
53965_StreptomycesisolateR1_04302	CDS	1092	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
53965_StreptomycesisolateR1_04303	CDS	414				hypothetical protein
53965_StreptomycesisolateR1_04304	CDS	495				hypothetical protein
53965_StreptomycesisolateR1_04305	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_04306	CDS	777				hypothetical protein
53965_StreptomycesisolateR1_04307	CDS	741				hypothetical protein
53965_StreptomycesisolateR1_04308	CDS	741	gph_5	3.1.3.18		Phosphoglycolate phosphatase
53965_StreptomycesisolateR1_04309	CDS	477	asnC_2		COG1522	Regulatory protein AsnC
53965_StreptomycesisolateR1_04310	CDS	1491				hypothetical protein
53965_StreptomycesisolateR1_04311	CDS	1038	pgl_3	3.1.1.31	COG2706	6-phosphogluconolactonase
53965_StreptomycesisolateR1_04312	CDS	927				hypothetical protein
53965_StreptomycesisolateR1_04313	CDS	993				hypothetical protein
53965_StreptomycesisolateR1_04314	CDS	678	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
53965_StreptomycesisolateR1_04315	CDS	1086				hypothetical protein
53965_StreptomycesisolateR1_04316	CDS	1704	aidB_2	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
53965_StreptomycesisolateR1_04317	CDS	753				hypothetical protein
53965_StreptomycesisolateR1_04318	CDS	801				hypothetical protein
53965_StreptomycesisolateR1_04319	CDS	1080	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
53965_StreptomycesisolateR1_04320	CDS	363				hypothetical protein
53965_StreptomycesisolateR1_04321	CDS	456				hypothetical protein
53965_StreptomycesisolateR1_04322	CDS	738	betI_5			HTH-type transcriptional regulator BetI
53965_StreptomycesisolateR1_04323	CDS	690	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
53965_StreptomycesisolateR1_04324	CDS	675				hypothetical protein
53965_StreptomycesisolateR1_04325	CDS	936				hypothetical protein
53965_StreptomycesisolateR1_04326	CDS	609				hypothetical protein
53965_StreptomycesisolateR1_04327	CDS	1689				hypothetical protein
53965_StreptomycesisolateR1_04328	CDS	564				hypothetical protein
53965_StreptomycesisolateR1_04329	CDS	765			COG3324	Putative glyoxylase CFP32
53965_StreptomycesisolateR1_04330	CDS	393				hypothetical protein
53965_StreptomycesisolateR1_04331	CDS	612				hypothetical protein
53965_StreptomycesisolateR1_04332	CDS	684	glpQ_4	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
53965_StreptomycesisolateR1_04333	CDS	1404				hypothetical protein
53965_StreptomycesisolateR1_04334	CDS	747				hypothetical protein
53965_StreptomycesisolateR1_04335	CDS	1071	ltaE	4.1.2.48		Low specificity L-threonine aldolase
53965_StreptomycesisolateR1_04336	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_04337	CDS	729				hypothetical protein
53965_StreptomycesisolateR1_04338	CDS	348				hypothetical protein
53965_StreptomycesisolateR1_04339	CDS	510	npcB	1.14.13.166		4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase, reductase component
53965_StreptomycesisolateR1_04340	CDS	789	etfB			Electron transfer flavoprotein subunit beta
53965_StreptomycesisolateR1_04341	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
53965_StreptomycesisolateR1_04342	CDS	1299				hypothetical protein
53965_StreptomycesisolateR1_04343	CDS	876				hypothetical protein
53965_StreptomycesisolateR1_04344	CDS	1050	ccpA_5		COG1609	Catabolite control protein A
53965_StreptomycesisolateR1_04345	CDS	954	nanK_3	2.7.1.60	COG1940	N-acetylmannosamine kinase
53965_StreptomycesisolateR1_04346	CDS	180				hypothetical protein
53965_StreptomycesisolateR1_04347	CDS	1044				hypothetical protein
53965_StreptomycesisolateR1_04348	CDS	1356	dapE_4	3.5.1.18		Succinyl-diaminopimelate desuccinylase
53965_StreptomycesisolateR1_04349	CDS	1296				hypothetical protein
53965_StreptomycesisolateR1_04350	CDS	1248				hypothetical protein
53965_StreptomycesisolateR1_04351	CDS	666	vraR_3		COG2197	Response regulator protein VraR
53965_StreptomycesisolateR1_04352	CDS	285				hypothetical protein
53965_StreptomycesisolateR1_04353	CDS	474				hypothetical protein
53965_StreptomycesisolateR1_04354	CDS	741				hypothetical protein
53965_StreptomycesisolateR1_04355	CDS	1173	ybjJ_4			Inner membrane protein YbjJ
53965_StreptomycesisolateR1_04356	CDS	1023	cytR_5		COG1609	HTH-type transcriptional repressor CytR
53965_StreptomycesisolateR1_04357	CDS	1362				hypothetical protein
53965_StreptomycesisolateR1_04358	CDS	933	lacF_12			Lactose transport system permease protein LacF
53965_StreptomycesisolateR1_04359	CDS	882	lacG_4			Lactose transport system permease protein LacG
53965_StreptomycesisolateR1_04360	CDS	2082	lacZ_4	3.2.1.23		Beta-galactosidase
53965_StreptomycesisolateR1_04361	CDS	1668				hypothetical protein
53965_StreptomycesisolateR1_04362	CDS	1380	bglB	3.2.1.21		Beta-glucosidase B
53965_StreptomycesisolateR1_04363	CDS	828	sugB_3		COG0395	Trehalose transport system permease protein SugB
53965_StreptomycesisolateR1_04364	CDS	969	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
53965_StreptomycesisolateR1_04365	CDS	1287	malX_1		COG2182	Maltose/maltodextrin-binding protein
53965_StreptomycesisolateR1_04366	CDS	2271	yicI	3.2.1.177	COG1501	Alpha-xylosidase
53965_StreptomycesisolateR1_04367	CDS	1203			COG0520	Uncharacterized protein Rv3778c
53965_StreptomycesisolateR1_04368	CDS	1062				hypothetical protein
53965_StreptomycesisolateR1_04369	CDS	603	dps_2	1.16.-.-	COG0783	DNA protection during starvation protein
53965_StreptomycesisolateR1_04370	CDS	1116	iolG_5	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
53965_StreptomycesisolateR1_04371	CDS	453				hypothetical protein
53965_StreptomycesisolateR1_04372	CDS	3036	kdpB_2	3.6.3.12		Potassium-transporting ATPase ATP-binding subunit
53965_StreptomycesisolateR1_04373	CDS	234				hypothetical protein
53965_StreptomycesisolateR1_04374	CDS	969				hypothetical protein
53965_StreptomycesisolateR1_04375	CDS	780	srlR_1		COG1349	Glucitol operon repressor
53965_StreptomycesisolateR1_04376	CDS	882	glmS_3	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
53965_StreptomycesisolateR1_04377	CDS	885	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
53965_StreptomycesisolateR1_04378	CDS	1242	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
53965_StreptomycesisolateR1_04379	CDS	660				hypothetical protein
53965_StreptomycesisolateR1_04380	CDS	1239	nanK_4	2.7.1.60		N-acetylmannosamine kinase
53965_StreptomycesisolateR1_04381	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_04382	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_04383	CDS	912		3.1.1.25	COG1735	Phospho-furanose lactonase
53965_StreptomycesisolateR1_04384	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_04385	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_04386	CDS	285				hypothetical protein
53965_StreptomycesisolateR1_04387	CDS	750			COG1136	Uncharacterized ABC transporter ATP-binding protein Rv0986
53965_StreptomycesisolateR1_04388	CDS	2562				hypothetical protein
53965_StreptomycesisolateR1_04389	CDS	549				hypothetical protein
53965_StreptomycesisolateR1_04390	CDS	324				hypothetical protein
53965_StreptomycesisolateR1_04391	CDS	177				hypothetical protein
53965_StreptomycesisolateR1_04392	CDS	1125	sbnA		COG0031	Probable siderophore biosynthesis protein SbnA
53965_StreptomycesisolateR1_04393	CDS	474				hypothetical protein
53965_StreptomycesisolateR1_04394	CDS	825	srlR_2		COG1349	Glucitol operon repressor
53965_StreptomycesisolateR1_04395	CDS	2418				hypothetical protein
53965_StreptomycesisolateR1_04396	CDS	2442				hypothetical protein
53965_StreptomycesisolateR1_04397	CDS	606				hypothetical protein
53965_StreptomycesisolateR1_04398	CDS	450				hypothetical protein
53965_StreptomycesisolateR1_04399	CDS	1317				hypothetical protein
53965_StreptomycesisolateR1_04400	CDS	1182				hypothetical protein
53965_StreptomycesisolateR1_04401	CDS	843	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
53965_StreptomycesisolateR1_04402	CDS	561				hypothetical protein
53965_StreptomycesisolateR1_04403	CDS	1614	lnt_1	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
53965_StreptomycesisolateR1_04404	CDS	480				hypothetical protein
53965_StreptomycesisolateR1_04405	CDS	2049				hypothetical protein
53965_StreptomycesisolateR1_04406	CDS	1110				hypothetical protein
53965_StreptomycesisolateR1_04407	CDS	2697				hypothetical protein
53965_StreptomycesisolateR1_04408	CDS	918	hdfR_5			HTH-type transcriptional regulator HdfR
53965_StreptomycesisolateR1_04409	CDS	426				hypothetical protein
53965_StreptomycesisolateR1_04410	CDS	1020	ccpA_6		COG1609	Catabolite control protein A
53965_StreptomycesisolateR1_04411	CDS	1305				hypothetical protein
53965_StreptomycesisolateR1_04412	CDS	957	araP_3		COG1175	L-arabinose transport system permease protein AraP
53965_StreptomycesisolateR1_04413	CDS	819	araQ_9		COG0395	L-arabinose transport system permease protein AraQ
53965_StreptomycesisolateR1_04414	CDS	2382		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
53965_StreptomycesisolateR1_04415	CDS	573	yyaP_3		COG0262	Uncharacterized protein YyaP
53965_StreptomycesisolateR1_04416	CDS	1659				hypothetical protein
53965_StreptomycesisolateR1_04417	CDS	1269	davT_2	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
53965_StreptomycesisolateR1_04418	CDS	1440	sad	1.2.1.16		Succinate-semialdehyde dehydrogenase
53965_StreptomycesisolateR1_04419	CDS	1446	argG	6.3.4.5		Argininosuccinate synthase
53965_StreptomycesisolateR1_04420	CDS	3396				hypothetical protein
53965_StreptomycesisolateR1_04421	CDS	2286				hypothetical protein
53965_StreptomycesisolateR1_04422	CDS	1020	ddpF_1		COG1124	Probable D,D-dipeptide transport ATP-binding protein DdpF
53965_StreptomycesisolateR1_04423	CDS	1995	btuD_18	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_04424	CDS	951	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
53965_StreptomycesisolateR1_04425	CDS	144				hypothetical protein
53965_StreptomycesisolateR1_04426	CDS	807	glcK_3	2.7.1.2	COG1940	Glucokinase
53965_StreptomycesisolateR1_04427	CDS	693	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
53965_StreptomycesisolateR1_04428	CDS	1455	gap2_3	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
53965_StreptomycesisolateR1_04429	CDS	411				hypothetical protein
53965_StreptomycesisolateR1_04430	CDS	411				hypothetical protein
53965_StreptomycesisolateR1_04431	CDS	312				hypothetical protein
53965_StreptomycesisolateR1_04432	CDS	465	crcB_2			Putative fluoride ion transporter CrcB
53965_StreptomycesisolateR1_04433	CDS	345			COG1993	UPF0166 protein TM_0021
53965_StreptomycesisolateR1_04434	CDS	375	crcB_3			Putative fluoride ion transporter CrcB
53965_StreptomycesisolateR1_04435	CDS	837	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
